Wind Speed;Production;Actual Production;Difference;SMP;Forecasting error;0.07
6.6;1953;2050;-97;71.43;;
6.1;1676;1513;163;74;;
7.1;2323;2468;-145;70.29;;
4.5;455;526;-71;65;;
6.4;1842;1563;279;60.29;;
5.4;1194;1236;-41;55.83;;
4.1;91;91;0;56.41;;
3.1;0;0;0;51;;
7.9;3510;3945;-436;47.16;;
5.5;1265;1267;-2;44.2;;
2.9;0;0;0;40.9;;
2.4;0;0;0;40.78;;
2;0;0;0;52.67;;
2.3;0;0;0;60;;
4.1;91;86;5;70;;
1.3;0;0;0;71.17;;
2.6;0;0;0;65.88;;
2.9;0;0;0;62;;
3.7;0;0;0;54.99;;
5.1;981;971;10;51.49;;
6.5;1897;1915;-18;50.68;;
6.7;2008;1864;144;56.39;;
6;1620;1433;187;55.88;;
5.6;1336;1582;-246;63.53;;
6.3;1787;1718;69;70;;
7.9;3510;3877;-367;66.7;;
8.7;4936;4627;309;63.23;;
8.5;4571;4577;-6;57.75;;
8.2;4023;4329;-306;56.2;;
9.6;6627;7756;-1129;52.1;;
10.1;7000;7091;-91;45.4;;
8.5;4571;4468;103;29.1;;
9.4;6214;6791;-577;20.4;;
8.4;4389;3859;529;18.86;;
5.9;1549;1631;-81;15.13;;
4.7;637;664;-27;18.02;;
4.3;273;302;-29;25.99;;
4.7;637;596;41;51.02;;
3.8;0;0;0;60;;
4.5;455;467;-11;63.68;;
4.3;273;261;12;57.75;;
3.9;0;0;0;48.22;;
4;0;0;0;43.45;;
5.3;1123;1027;96;46.56;;
4;0;0;0;43.15;;
4.5;455;459;-4;50.36;;
3.6;0;0;0;57.03;;
2.9;0;0;0;57.75;;
3.1;0;0;0;63.45;;
1.9;0;0;0;57.75;;
2.5;0;0;0;55.95;;
3.2;0;0;0;55.95;;
5.2;1052;1144;-91;55.95;;
4.5;455;394;61;52.7;;
3.2;0;0;0;49;;
2.8;0;0;0;54.26;;
2.8;0;0;0;46.91;;
3.3;0;0;0;46.14;;
4.5;455;484;-29;42.7;;
4;0;0;0;44.94;;
4.3;273;288;-15;53.27;;
5.6;1336;1238;99;65.07;;
3.3;0;0;0;65.01;;
3.4;0;0;0;55.96;;
3.2;0;0;0;57.98;;
4.3;273;260;13;55.96;;
4.5;455;416;39;54.27;;
5.3;1123;1134;-11;53.27;;
2.4;0;0;0;48;;
1.8;0;0;0;52.75;;
0.9;0;0;0;54.26;;
1.4;0;0;0;54.27;;
2.5;0;0;0;58.01;;
2.2;0;0;0;61.75;;
6.6;1953;2156;-203;56.76;;
7.2;2471;1971;500;59.57;;
6.9;2119;2152;-32;55.91;;
6.4;1842;2048;-206;54.27;;
6.7;2008;2032;-23;53.27;;
7.2;2471;2293;179;58;;
11.4;7000;7314;-314;56.22;;
10.1;7000;6473;527;54.1;;
10.8;7000;7087;-87;54.12;;
11.5;7000;6656;344;54.12;;
7.7;3213;3078;135;54.1;;
5.1;981;1117;-136;50;;
7.4;2768;2555;213;53.1;;
7.6;3065;3603;-538;46.01;;
7.1;2323;2485;-162;32.85;;
6.4;1842;1891;-49;33;;
7.2;2471;2277;195;27.45;;
8;3658;3789;-131;28.22;;
5.3;1123;1170;-47;24.85;;
6.2;1731;1761;-30;45.05;;
3.3;0;0;0;46;;
7.6;3065;3021;44;53.1;;
10;7000;6446;554;53.1;;
10.1;7000;7085;-85;53.01;;
6.3;1787;1800;-13;51.5;;
6.6;1953;2081;-128;32.03;;
6.4;1842;1771;71;33;;
9.2;5871;5839;32;36.89;;
9.8;7000;7473;-473;31.04;;
11.3;7000;7469;-469;46.79;;
5.4;1194;1175;19;32.02;;
5.5;1265;1364;-99;24;;
4.3;273;260;13;10;;
3.6;0;0;0;10;;
2.3;0;0;0;12.73;;
1.1;0;0;0;22.2;;
3.6;0;0;0;29.99;;
5.9;1549;1540;9;21;;
7.3;2620;2753;-133;8.25;;
6.2;1731;1589;142;22.55;;
7;2175;2019;156;23.99;;
8.1;3841;4223;-382;24.68;;
8.3;4206;4253;-47;20.78;;
7.2;2471;2549;-78;21.98;;
5.3;1123;1151;-27;28;;
4.8;728;762;-33;29.98;;
5;911;1011;-101;41.7;;
4.9;819;821;-2;45.23;;
10;7000;7560;-560;45.69;;
7.8;3361;3175;186;45;;
7.3;2620;2854;-234;34.58;;
8.7;4936;4349;587;35.95;;
7;2175;2099;76;21.48;;
8.6;4754;4919;-165;-0.01;;
9.6;6627;5780;847;-0.01;;
9.5;6378;6595;-217;-0.01;;
10.5;7000;7626;-626;-0.01;;
9.1;5678;5159;519;-0.01;;
6.8;2064;2135;-71;1.1;;
6.9;2119;2057;63;51.7;;
9.6;6627;7389;-763;56.46;;
6;1620;1831;-211;56.46;;
2.4;0;0;0;39.01;;
2;0;0;0;24.56;;
2.8;0;0;0;26.1;;
3.6;0;0;0;18.27;;
3.1;0;0;0;10;;
5.6;1336;1492;-156;36;;
6;1620;1664;-44;47.22;;
1.7;0;0;0;32.26;;
6.4;1842;1918;-76;58.41;;
5.8;1478;1702;-224;56.46;;
11;7000;7375;-375;56.46;;
12;7000;7384;-384;49;;
12.3;7000;7048;-48;22.99;;
10.8;7000;7135;-135;29.99;;
4.3;273;297;-24;0;;
7.6;3065;3585;-520;0;;
9.2;5871;5402;469;0;;
9.9;7000;7106;-106;0;;
10.2;7000;7063;-63;0;;
10.5;7000;6607;393;1.09;;
11;7000;6961;39;8;;
13.2;7000;6436;564;53.31;;
13.5;7000;6379;621;74.85;;
14.6;7000;6117;883;65.5;;
15.2;7000;6579;421;48.28;;
15.8;7000;6617;383;49.34;;
18.5;7000;7166;-166;49.34;;
19.3;7000;7365;-365;47.53;;
18;7000;6743;257;39.99;;
18;7000;6591;409;40.35;;
18.6;7000;6392;608;49.34;;
19.5;7000;7037;-37;49.34;;
19.8;7000;6567;433;71.8;;
20.3;7000;5995;1005;60.5;;
20;7000;6709;291;50.08;;
19.3;7000;6357;643;60.08;;
18.3;7000;6017;983;49.34;;
18.3;7000;6950;50;49.34;;
18.1;7000;7096;-96;43.61;;
18;7000;7016;-16;33.01;;
17.3;7000;7133;-133;25.72;;
16.6;7000;7114;-114;8;;
16.6;7000;6669;331;8;;
15.6;7000;6855;145;8;;
13.9;7000;6314;686;26;;
13.1;7000;6567;433;55.01;;
16.3;7000;7267;-267;76.38;;
14.8;7000;6725;275;78.91;;
13.8;7000;6767;233;52.95;;
12;7000;6619;381;28.64;;
11.9;7000;7087;-87;48.38;;
11.6;7000;7762;-762;45.5;;
14.1;7000;7293;-293;31.02;;
13.4;7000;7159;-159;48.38;;
12.9;7000;6434;566;55;;
13.1;7000;7407;-407;62.8;;
12.2;7000;7242;-242;72.1;;
11.5;7000;6324;676;71.05;;
12.7;7000;7127;-127;53.95;;
11.5;7000;7775;-775;52.95;;
11.8;7000;7150;-150;29.95;;
11.6;7000;7017;-17;50.99;;
10.7;7000;7654;-654;25.2;;
10.4;7000;5918;1082;49.08;;
12.8;7000;6509;491;30;;
11.7;7000;8100;-1100;19.05;;
11.9;7000;6878;122;22.01;;
11.4;7000;6866;134;23.01;;
10;7000;6475;525;52.63;;
9.3;6050;5738;312;63.01;;
12.1;7000;7880;-880;84.53;;
10.8;7000;7759;-759;53.95;;
9.3;6050;5826;224;80;;
8.4;4389;4220;168;55;;
6.5;1897;2026;-128;50.83;;
5.9;1549;1776;-226;53.95;;
9.3;6050;5147;903;48.1;;
9;5484;5862;-378;53.1;;
9;5484;5129;356;54.31;;
8.6;4754;5027;-274;32.64;;
8.6;4754;4730;24;55.62;;
8.8;5119;4503;616;83;;
12;7000;7388;-388;55.03;;
8.8;5119;4796;323;54.06;;
8.4;4389;4168;221;45.01;;
8.2;4023;3998;25;53.95;;
8;3658;3569;89;26.51;;
8.4;4389;3944;445;9.51;;
11.3;7000;6771;229;23.26;;
8;3658;3583;75;23.1;;
9.8;7000;6949;51;24.22;;
8.8;5119;5389;-270;52.27;;
7.6;3065;3227;-162;53.59;;
7.1;2323;2064;259;53.59;;
8.9;5302;5280;22;63.58;;
4;0;0;0;65.61;;
1.1;0;0;0;59.28;;
1.7;0;0;0;65.01;;
2;0;0;0;54.99;;
2.7;0;0;0;66.34;;
1;0;0;0;59.29;;
1.5;0;0;0;61.34;;
3;0;0;0;64;;
3.2;0;0;0;64.63;;
2.7;0;0;0;71.24;;
2;0;0;0;82;;
1.8;0;0;0;74.35;;
1.3;0;0;0;61.36;;
1.2;0;0;0;55.23;;
1.3;0;0;0;53.59;;
2;0;0;0;47.93;;
1.8;0;0;0;54.18;;
2.9;0;0;0;54.18;;
0.3;0;0;0;50.25;;
0.5;0;0;0;49.91;;
0.8;0;0;0;48.18;;
1.5;0;0;0;49.55;;
2;0;0;0;51.59;;
2.9;0;0;0;65.84;;
2;0;0;0;61.49;;
2.4;0;0;0;72.44;;
2.8;0;0;0;73.67;;
3.6;0;0;0;71.67;;
3.4;0;0;0;67.04;;
3.4;0;0;0;58.57;;
2.5;0;0;0;61.04;;
1.6;0;0;0;62.82;;
1.1;0;0;0;54.05;;
1.8;0;0;0;64.38;;
0.7;0;0;0;72.96;;
0.9;0;0;0;69;;
1.6;0;0;0;63.26;;
1.4;0;0;0;57.67;;
1.9;0;0;0;53.58;;
4.1;91;94;-3;44;;
6.1;1676;1693;-18;42.55;;
6;1620;1673;-53;46.53;;
6.6;1953;2031;-78;30;;
6.8;2064;1936;128;21.78;;
7.2;2471;2268;203;21.71;;
8.1;3841;3867;-26;24.99;;
6.9;2119;2227;-107;30;;
6.8;2064;1917;147;43.47;;
8.3;4206;3771;435;47;;
9.1;5678;5723;-45;49.92;;
9.2;5871;5665;206;53;;
8.5;4571;5158;-586;42.5;;
7.5;2916;2956;-39;41.49;;
7.3;2620;2810;-190;22.07;;
7.2;2471;2478;-7;23.37;;
6.3;1787;1947;-160;30;;
6.1;1676;1715;-40;47.22;;
9.3;6050;4976;1074;56.3;;
8.8;5119;5243;-124;63.01;;
6.6;1953;2204;-251;63.88;;
7.5;2916;2809;108;60.96;;
7.6;3065;2855;209;54.81;;
7.4;2768;2602;167;52.01;;
6.1;1676;1579;96;32.21;;
5.6;1336;1348;-12;25.53;;
8.4;4389;4710;-321;23.75;;
7.6;3065;3019;46;17.09;;
6.5;1897;2010;-113;13.13;;
6.2;1731;1572;159;18.18;;
6.5;1897;2070;-172;30.98;;
5.4;1194;1170;24;53.19;;
5.2;1052;1118;-66;68.87;;
0.8;0;0;0;74.93;;
2.5;0;0;0;70.8;;
2.1;0;0;0;62.97;;
2.7;0;0;0;55;;
3.4;0;0;0;55;;
1.4;0;0;0;54.8;;
1.9;0;0;0;58.1;;
1;0;0;0;60.79;;
1.6;0;0;0;60.06;;
2.8;0;0;0;74.25;;
2.9;0;0;0;81;;
1.7;0;0;0;78.51;;
2;0;0;0;70;;
1.8;0;0;0;65.87;;
2.2;0;0;0;60;;
1.7;0;0;0;53;;
2.7;0;0;0;51.61;;
1.1;0;0;0;50.01;;
2.2;0;0;0;43.52;;
3.8;0;0;0;44.1;;
5.8;1478;1555;-76;42.35;;
5;911;1022;-111;50;;
2.4;0;0;0;62.44;;
3.4;0;0;0;67.24;;
2.9;0;0;0;70.34;;
2;0;0;0;70.57;;
1.8;0;0;0;66.8;;
2.3;0;0;0;65.57;;
3.4;0;0;0;62.52;;
3.1;0;0;0;60;;
5.4;1194;1346;-152;60.99;;
5.7;1407;1370;37;65.17;;
6.3;1787;1789;-2;71.45;;
6.3;1787;1514;272;81.9;;
5.8;1478;1439;40;88.82;;
7.3;2620;2800;-180;83.46;;
6.7;2008;1995;14;69.34;;
5.9;1549;1529;20;64.61;;
5.7;1407;1439;-32;58.48;;
5.5;1265;1317;-51;54.36;;
5.4;1194;1404;-209;49.58;;
8.8;5119;5358;-239;44.8;;
7;2175;1962;213;44;;
6.7;2008;2033;-25;45.99;;
6.4;1842;1769;73;43;;
6.1;1676;1634;42;52.23;;
5.2;1052;944;109;66.76;;
3.4;0;0;0;69.72;;
1.6;0;0;0;75;;
0.5;0;0;0;70;;
0.4;0;0;0;68.09;;
0.2;0;0;0;68.84;;
0.1;0;0;0;68;;
5.4;1194;1218;-24;65.44;;
5.1;981;1016;-34;68.1;;
3.4;0;0;0;68.69;;
2.8;0;0;0;69.26;;
2.4;0;0;0;82.15;;
3.8;0;0;0;90.96;;
0.4;0;0;0;78.82;;
1.5;0;0;0;70.58;;
3.3;0;0;0;65.19;;
4.5;455;499;-44;60;;
4.5;455;390;65;58;;
3.7;0;0;0;49.01;;
2.1;0;0;0;44.5;;
2.4;0;0;0;39.6;;
1.5;0;0;0;44.5;;
0.7;0;0;0;45.7;;
0.8;0;0;0;53.65;;
1.5;0;0;0;63.84;;
2;0;0;0;70.21;;
1.3;0;0;0;62.94;;
0.8;0;0;0;65.85;;
1.7;0;0;0;61.03;;
2.7;0;0;0;59.28;;
2.2;0;0;0;58;;
2;0;0;0;53.52;;
5.1;981;939;43;53.52;;
3.9;0;0;0;53.52;;
5.5;1265;1193;72;53.52;;
2.3;0;0;0;69.02;;
1.5;0;0;0;80.97;;
5.3;1123;1249;-126;72.11;;
7;2175;1891;284;62.94;;
6.3;1787;1776;10;59.28;;
6.4;1842;1735;107;57;;
7.5;2916;3135;-219;53.52;;
7.9;3510;3565;-55;53.64;;
9.7;6876;7283;-407;48.38;;
8.2;4023;4126;-103;45.01;;
5.8;1478;1370;108;49.24;;
5.6;1336;1238;99;49.58;;
5;911;917;-6;54.12;;
4.9;819;754;66;63.66;;
4.3;273;252;21;68.11;;
1.5;0;0;0;76.78;;
1.4;0;0;0;74.7;;
3.3;0;0;0;65.28;;
3.3;0;0;0;63.84;;
2.4;0;0;0;59.5;;
1.7;0;0;0;59.13;;
2.4;0;0;0;60;;
1.8;0;0;0;64.78;;
0.7;0;0;0;67;;
0.2;0;0;0;74.33;;
0.4;0;0;0;72.03;;
0.8;0;0;0;67;;
1.5;0;0;0;64;;
1.4;0;0;0;60.76;;
2.8;0;0;0;56;;
4.2;182;197;-14;54.12;;
5;911;992;-81;50;;
5;911;969;-58;51;;
5.5;1265;1223;42;47.7;;
5.8;1478;1509;-31;43.9;;
5;911;885;26;43.86;;
3.8;0;0;0;47.18;;
3;0;0;0;54.99;;
6.7;2008;1933;75;59.5;;
5.7;1407;1668;-260;62.42;;
7;2175;2208;-33;56.92;;
7.6;3065;3007;58;54;;
8.8;5119;5266;-147;54.59;;
7.6;3065;3135;-70;48.96;;
7.9;3510;3543;-33;44.18;;
7;2175;2267;-92;45.5;;
7.8;3361;3494;-133;53.82;;
6.1;1676;1664;12;54.5;;
1.6;0;0;0;60;;
0.5;0;0;0;68.12;;
6.8;2064;1871;193;71.12;;
6.8;2064;1919;145;64.79;;
6.6;1953;1961;-8;59.45;;
6.7;2008;1912;96;54.59;;
7.3;2620;2427;193;52.99;;
7.5;2916;2958;-42;58.99;;
8.5;4571;4430;142;46.76;;
6.4;1842;1958;-116;43.67;;
9.1;5678;6224;-547;33;;
10.8;7000;7044;-44;29.42;;
11.6;7000;5770;1230;30.69;;
11.4;7000;7147;-147;44.87;;
11.7;7000;6590;410;45.37;;
12.6;7000;8349;-1349;45.69;;
11.4;7000;6805;195;40.96;;
12.9;7000;6201;799;40.8;;
14.3;7000;7349;-349;34.47;;
15.3;7000;7234;-234;32.68;;
13.8;7000;7306;-306;25.47;;
13.3;7000;6516;484;25.76;;
11.3;7000;7919;-919;35.09;;
5.3;1123;1086;38;44.3;;
7.8;3361;3664;-302;53.71;;
8.2;4023;4186;-163;62.42;;
9.9;7000;6057;943;65.13;;
8.9;5302;5628;-326;62.7;;
11.7;7000;7190;-190;60;;
11;7000;7194;-194;53.71;;
8.8;5119;5215;-96;47.02;;
8.8;5119;5224;-105;41.77;;
8.7;4936;4065;871;39.41;;
5.8;1478;1455;23;38.01;;
4;0;0;0;37.77;;
3.2;0;0;0;37.22;;
8;3658;3640;18;43.79;;
9.7;6876;7027;-151;60.33;;
8.9;5302;5567;-265;62.52;;
9.3;6050;6429;-379;67.7;;
8.8;5119;5411;-292;60;;
10.4;7000;6999;1;51.91;;
7.3;2620;2750;-130;56.06;;
7.2;2471;2440;32;52.95;;
7;2175;2065;110;52.86;;
4.9;819;817;3;54.92;;
4.4;364;366;-1;59.11;;
5.9;1549;1509;40;60.26;;
8.4;4389;4175;214;64.64;;
6.6;1953;2068;-115;74.41;;
5.6;1336;1331;5;73.71;;
7;2175;2189;-14;64.29;;
6.7;2008;2116;-108;59.9;;
8.9;5302;5188;114;55;;
5.4;1194;1119;76;51.91;;
9.5;6378;6640;-262;49.5;;
5.2;1052;873;179;49.4;;
4.8;728;633;95;49;;
5.2;1052;1050;2;47;;
4.8;728;649;80;46.61;;
6;1620;1501;119;53.37;;
8.3;4206;4155;50;59.9;;
8.6;4754;4682;72;64.29;;
9.2;5871;5496;375;74.47;;
9.4;6214;5673;541;54.2;;
8.8;5119;5489;-370;51.91;;
10;7000;6562;438;53.7;;
12.1;7000;7420;-420;47.8;;
8.6;4754;4633;121;47;;
7.8;3361;3437;-75;50;;
7.5;2916;2793;123;54.37;;
10.3;7000;6917;83;61.43;;
9.5;6378;6719;-340;64.5;;
9.8;7000;7755;-755;76.03;;
9.8;7000;6913;87;74.23;;
10.1;7000;6863;137;63.71;;
8.8;5119;4510;609;60;;
9.9;7000;8155;-1155;51.91;;
13;7000;6721;279;36.89;;
12.3;7000;6179;821;46.05;;
11.8;7000;6512;488;43.5;;
12.5;7000;7165;-165;43.4;;
13;7000;6042;958;43;;
13.8;7000;7584;-584;43;;
13;7000;6977;23;47.49;;
12.3;7000;6477;523;54.97;;
10;7000;7182;-182;55.42;;
9.4;6214;6580;-366;55.42;;
7.9;3510;3192;317;52.74;;
6.7;2008;2066;-57;32.53;;
6.1;1676;1669;7;42.22;;
5.8;1478;1564;-85;32.4;;
4.7;637;674;-36;30.96;;
3.4;0;0;0;32.36;;
2.4;0;0;0;52.15;;
1.1;0;0;0;52.74;;
1;0;0;0;55.42;;
1.2;0;0;0;65.8;;
3;0;0;0;60.5;;
3.2;0;0;0;55.92;;
5;911;965;-55;52.74;;
10.9;7000;6958;42;38.55;;
12.6;7000;7514;-514;27.61;;
12.9;7000;6741;259;41.11;;
11;7000;6540;460;37.85;;
11;7000;6984;16;29.46;;
15.6;7000;6643;357;23.87;;
13.6;7000;6942;58;25;;
17;7000;7796;-796;29.23;;
19.2;7000;7735;-735;41.22;;
13.3;7000;7164;-164;50.61;;
14.1;7000;6923;77;50.64;;
13.9;7000;7030;-30;44.06;;
14.6;7000;7228;-228;36.1;;
14.9;7000;6926;74;36.51;;
13.9;7000;6860;140;32.05;;
11.2;7000;7234;-234;31.05;;
10.2;7000;7156;-156;36.2;;
10.6;7000;7643;-643;35;;
10.2;7000;8354;-1354;47.6;;
9.6;6627;6584;43;60.71;;
9.1;5678;5777;-99;75.04;;
8.7;4936;5104;-168;70.73;;
7.7;3213;3423;-210;61.39;;
7.4;2768;2318;450;51.64;;
7.9;3510;3394;115;47.54;;
8.1;3841;3797;43;43.97;;
7.7;3213;2958;255;44.85;;
9.4;6214;5954;261;43;;
9.8;7000;6032;968;42.82;;
10.3;7000;6642;358;36.79;;
10.9;7000;7101;-101;44.66;;
10.7;7000;7151;-151;48.82;;
10;7000;6698;302;56.64;;
10.7;7000;7433;-433;64.96;;
12.7;7000;6885;115;58.54;;
12.4;7000;5739;1261;53.92;;
10.2;7000;7166;-166;56.64;;
7.5;2916;2505;411;54.42;;
6.6;1953;2023;-70;52.34;;
4.6;546;598;-52;51.65;;
5.4;1194;1173;22;53.92;;
6.2;1731;1799;-68;51.52;;
6.6;1953;1835;118;59;;
6.3;1787;1792;-5;67.65;;
6.2;1731;1482;249;78.79;;
7.4;2768;2985;-217;77.02;;
8;3658;3403;255;68.6;;
8.2;4023;4106;-83;62;;
8.1;3841;3887;-46;56.64;;
7.2;2471;2497;-25;54;;
6.1;1676;1592;84;59.38;;
10;7000;6381;619;53.94;;
10.8;7000;7492;-492;52.54;;
10.1;7000;7768;-768;50;;
10.1;7000;6621;379;48.5;;
9.9;7000;7310;-310;50;;
9.2;5871;5744;127;59.38;;
12.8;7000;6799;201;60;;
12.8;7000;6533;467;53.57;;
11.7;7000;7529;-529;52.54;;
9.4;6214;5902;312;47.13;;
8.4;4389;4402;-13;44.07;;
8.6;4754;4909;-155;39.67;;
7.4;2768;2180;588;36.85;;
8.9;5302;5028;273;36.38;;
9.1;5678;5370;308;43;;
9.5;6378;6479;-101;47.82;;
9.9;7000;7478;-478;55.38;;
10.5;7000;7213;-213;70.22;;
11.3;7000;6627;373;73.22;;
11.2;7000;6703;297;62.93;;
11.2;7000;7035;-35;52.54;;
11.2;7000;7524;-524;46.05;;
10.2;7000;6639;361;42.9;;
9.7;6876;7270;-394;51;;
12.2;7000;7425;-425;44.72;;
12.4;7000;6730;270;42.79;;
11.8;7000;6924;76;40.1;;
10.4;7000;6681;319;39.71;;
10.9;7000;6517;483;33;;
12;7000;7150;-150;24.99;;
11.5;7000;6928;72;2.58;;
11.4;7000;6414;586;18.55;;
11.8;7000;6913;87;25.01;;
12.6;7000;8079;-1079;38.9;;
12.4;7000;7398;-398;37;;
11.9;7000;7351;-351;33.3;;
11.3;7000;8403;-1403;26.23;;
11.2;7000;7155;-155;25.7;;
12.5;7000;6523;477;29.68;;
13.4;7000;6659;341;43.61;;
12.4;7000;7874;-874;49.2;;
11.2;7000;6429;571;61.84;;
13.4;7000;7622;-622;61.84;;
14.1;7000;7053;-53;61.9;;
13.5;7000;7462;-462;52;;
10.9;7000;6871;129;49.06;;
10.8;7000;7762;-762;43.61;;
10.9;7000;6358;642;42.5;;
14.7;7000;7494;-494;40.96;;
14;7000;7117;-117;41;;
13.1;7000;7971;-971;40.95;;
12.4;7000;7393;-393;40.8;;
12;7000;7724;-724;51.16;;
13.1;7000;6565;435;57.61;;
14;7000;6889;111;68.06;;
14;7000;6769;231;67.35;;
13.4;7000;7112;-112;59.17;;
13.1;7000;7607;-607;55.49;;
14.3;7000;7210;-210;53.01;;
15;7000;6729;271;49.88;;
13.5;7000;7658;-658;49.88;;
12.6;7000;7640;-640;53.93;;
11.8;7000;6389;611;56.6;;
12.8;7000;8135;-1135;60;;
14.8;7000;7325;-325;66.25;;
16.2;7000;6326;674;75;;
15.2;7000;7485;-485;75.17;;
14.7;7000;7134;-134;66.25;;
14.4;7000;7120;-120;56.33;;
13.9;7000;7084;-84;55.31;;
14.9;7000;7065;-65;49.01;;
12.45;7000;7505;-505;52.94;;
10;7000;7529;-529;51.3;;
13.1;7000;6443;557;51.9;;
13.9;7000;7195;-195;50.72;;
14;7000;7584;-584;50.72;;
11.6;7000;6596;404;53.34;;
9;5484;5198;286;63;;
9.4;6214;6166;48;61.16;;
5.3;1123;1022;102;61.43;;
1.9;0;0;0;59.17;;
0.4;0;0;0;51.9;;
2.4;0;0;0;53.34;;
3.6;0;0;0;50.7;;
3;0;0;0;48.48;;
3.8;0;0;0;51.45;;
6;1620;1791;-171;53.34;;
7;2175;1970;205;58.99;;
6.9;2119;2201;-82;60.95;;
7.1;2323;2052;271;74.44;;
8.4;4389;4171;217;80.69;;
8.2;4023;3962;62;69.6;;
8.1;3841;3845;-4;51.9;;
8.2;4023;4255;-232;53.34;;
6.3;1787;1839;-52;45.78;;
5.8;1478;1640;-162;45.35;;
10.6;7000;6536;464;39.58;;
9.7;6876;6250;626;33;;
8.7;4936;4900;36;30;;
9.5;6378;6538;-160;31.21;;
14.5;7000;7411;-411;46.02;;
12.4;7000;7341;-341;51.77;;
4.2;182;170;12;59.48;;
6.5;1897;1901;-4;53.21;;
6.4;1842;1849;-7;48;;
7.1;2323;2484;-161;42.71;;
8.7;4936;5581;-644;34.12;;
12;7000;7069;-69;32.61;;
11.1;7000;6845;155;46.05;;
11.8;7000;6146;854;50.59;;
11.7;7000;6329;671;50.59;;
10.2;7000;7530;-530;51.94;;
9.9;7000;7323;-323;58.67;;
11.5;7000;6361;639;61.9;;
7.1;2323;2404;-81;82.4;;
11.3;7000;6738;262;61.2;;
7.9;3510;3398;112;61.2;;
5.6;1336;1387;-51;56;;
5.5;1265;1268;-3;53.44;;
4.7;637;661;-24;53.25;;
5;911;898;13;51.44;;
5.9;1549;1588;-39;49.86;;
9.6;6627;6438;189;51.11;;
9.3;6050;5829;221;50.26;;
9.1;5678;5893;-215;54.01;;
8.2;4023;4093;-70;65.5;;
9;5484;5268;217;77;;
7.3;2620;2453;167;73.76;;
8.7;4936;4717;219;61.36;;
11.2;7000;6581;419;51.77;;
11.5;7000;6124;876;51.77;;
11.6;7000;7092;-92;53.25;;
9;5484;5760;-275;51.77;;
10.4;7000;7135;-135;53.23;;
12.4;7000;6944;56;53.25;;
12.7;7000;7349;-349;58.05;;
14.9;7000;6930;70;66;;
13.7;7000;7285;-285;73.91;;
10.7;7000;6744;256;83.74;;
12.3;7000;7668;-668;75;;
12.3;7000;7106;-106;57.18;;
12;7000;7088;-88;53.2;;
13;7000;6968;32;51.1;;
14.2;7000;6305;695;50.33;;
8.3;4206;4075;131;46.54;;
9.3;6050;5548;502;45.7;;
8.8;5119;5248;-128;44.8;;
6.7;2008;1675;333;44.67;;
5.4;1194;1190;4;47;;
1.2;0;0;0;52.94;;
0.9;0;0;0;52.94;;
2.6;0;0;0;51.51;;
2.9;0;0;0;50.33;;
3.8;0;0;0;43.25;;
4;0;0;0;50.33;;
4.4;364;385;-21;50.33;;
5.6;1336;1194;143;38.01;;
6.3;1787;1630;156;38.8;;
7;2175;2145;30;50.33;;
6.5;1897;2045;-148;47.5;;
7.8;3361;3301;60;55.6;;
7.8;3361;3700;-339;58;;
6.6;1953;2204;-251;79.1;;
7.2;2471;2422;49;68;;
7.5;2916;2847;70;52.94;;
7.2;2471;2557;-86;53.15;;
6.4;1842;1756;86;50.4;;
7.5;2916;3059;-143;50.31;;
9.7;6876;7584;-708;50.31;;
8.1;3841;3899;-58;46.5;;
5.4;1194;1085;109;45.95;;
2.3;0;0;0;45.56;;
2.1;0;0;0;51.49;;
4.3;273;246;27;50.31;;
5.9;1549;1496;53;51.49;;
5.7;1407;1400;7;52.12;;
4.4;364;381;-16;51.49;;
4.9;819;923;-103;51.49;;
5.4;1194;1018;176;51.49;;
5.8;1478;1563;-85;50.11;;
6.5;1897;1751;146;46.58;;
6.2;1731;1791;-60;47.47;;
5.9;1549;1432;117;49.89;;
4.9;819;802;17;52.91;;
4.2;182;202;-19;55.2;;
8;3658;3508;150;66;;
5.4;1194;1229;-34;71.99;;
6.6;1953;1986;-33;65.2;;
14.1;7000;6963;37;53.31;;
18.3;7000;6865;135;52.1;;
19.9;7000;6733;267;48.63;;
20.6;7000;7870;-870;50.24;;
19.1;7000;6575;425;39;;
19.1;7000;7313;-313;37.3;;
19.9;7000;7096;-96;33;;
21;7000;6578;422;33;;
21.4;7000;7140;-140;34.44;;
21.5;7000;6670;330;33.1;;
18.4;7000;6747;253;33.04;;
17.4;7000;7678;-678;34.42;;
18.3;7000;8020;-1020;49.08;;
19.1;7000;6905;95;51.42;;
19.6;7000;7442;-442;52.02;;
19;7000;7022;-22;53.15;;
15.2;7000;6912;88;50.24;;
16.8;7000;7375;-375;51.42;;
15.7;7000;6478;522;53.76;;
15.7;7000;6812;188;57.75;;
13.6;7000;7452;-452;59.16;;
13.8;7000;6815;185;65.2;;
12.6;7000;7443;-443;65.2;;
10.5;7000;7357;-357;68;;
9.3;6050;6467;-417;61.64;;
8.7;4936;4411;526;56;;
10;7000;6829;171;53.15;;
11.5;7000;6158;842;47.3;;
8.5;4571;4474;97;45.5;;
9.1;5678;4818;860;45;;
7.4;2768;2759;9;43.02;;
6;1620;1681;-61;45;;
7;2175;2291;-116;50.06;;
8.2;4023;4549;-526;63.92;;
