Wind Speed;Production;SMP;Rounded Prod
20.3;1750;60.5;7000
20;1750;50.08;7000
19.3;1750;60.08;7000
18.3;1750;49.34;7000
18.3;1750;49.34;7000
18.1;1750;43.61;7000
18;1750;33.01;7000
17.3;1750;25.72;7000
16.6;1750;8;7000
16.6;1750;8;7000
15.6;1750;8;7000
13.9;1750;26;7000
13.1;1750;55.01;7000
16.3;1750;76.38;7000
14.8;1750;78.91;7000
13.8;1750;52.95;7000
12;1750;28.64;7000
11.9;1750;48.38;7000
11.6;1750;45.5;7000
14.1;1750;31.02;7000
13.4;1750;48.38;7000
12.9;1750;55;7000
13.1;1750;62.8;7000
12.2;1750;72.1;7000
11.5;1750;71.05;7000
12.7;1750;53.95;7000
11.5;1750;52.95;7000
11.8;1750;29.95;7000
11.6;1750;50.99;7000
10.7;1750;25.2;7000
10.4;1750;49.08;7000
12.8;1750;30;7000
11.7;1750;19.05;7000
11.9;1750;22.01;7000
11.4;1750;23.01;7000
10;1750;52.63;7000
9.3;1512.52;63.01;6050.08
12.1;1750;84.53;7000
10.8;1750;53.95;7000
9.3;1512.52;80;6050.08
8.4;1097.13;55;4388.52
6.5;474.37;50.83;1897.48
5.9;387.29;53.95;1549.16
9.3;1512.52;48.1;6050.08
9;1371.11;53.1;5484.44
9;1371.11;54.31;5484.44
8.6;1188.46;32.64;4753.84
8.6;1188.46;55.62;4753.84
8.8;1279.78;83;5119.12
12;1750;55.03;7000
8.8;1279.78;54.06;5119.12
8.4;1097.13;45.01;4388.52
8.2;1005.81;53.95;4023.24
8;914.48;26.51;3657.92
8.4;1097.13;9.51;4388.52
11.3;1750;23.26;7000
8;914.48;23.1;3657.92
9.8;1750;24.22;7000
8.8;1279.78;52.27;5119.12
7.6;766.18;53.59;3064.72
7.1;580.8;53.59;2323.2
8.9;1325.45;63.58;5301.8
4;0;65.61;0
1.1;0;59.28;0
1.7;0;65.01;0
2;0;54.99;0
2.7;0;66.34;0
1;0;59.29;0
1.5;0;61.34;0
3;0;64;0
3.2;0;64.63;0
2.7;0;71.24;0
2;0;82;0
1.8;0;74.35;0
1.3;0;61.36;0
1.2;0;55.23;0
1.3;0;53.59;0
2;0;47.93;0
1.8;0;54.18;0
2.9;0;54.18;0
0.3;0;50.25;0
0.5;0;49.91;0
0.8;0;48.18;0
1.5;0;49.55;0
2;0;51.59;0
2.9;0;65.84;0
2;0;61.49;0
2.4;0;72.44;0
2.8;0;73.67;0
3.6;0;71.67;0
3.4;0;67.04;0
3.4;0;58.57;0
2.5;0;61.04;0
1.6;0;62.82;0
1.1;0;54.05;0
1.8;0;64.38;0
0.7;0;72.96;0
0.9;0;69;0
1.6;0;63.26;0
1.4;0;57.67;0
1.9;0;53.58;0
4.1;22.76;44;91.04
6.1;418.9;42.55;1675.6
6;405.03;46.53;1620.12
6.6;488.24;30;1952.96
6.8;515.98;21.78;2063.92
7.2;617.87;21.71;2471.48
8.1;960.14;24.99;3840.56
6.9;529.85;30;2119.4
6.8;515.98;43.47;2063.92
8.3;1051.47;47;4205.88
9.1;1419.47;49.92;5677.88
9.2;1467.83;53;5871.32
8.5;1142.8;42.5;4571.2
7.5;729.1;41.49;2916.4
7.3;654.95;22.07;2619.8
7.2;617.87;23.37;2471.48
6.3;446.64;30;1786.56
6.1;418.9;47.22;1675.6
9.3;1512.52;56.3;6050.08
8.8;1279.78;63.01;5119.12
6.6;488.24;63.88;1952.96
7.5;729.1;60.96;2916.4
7.6;766.18;54.81;3064.72
7.4;692.02;52.01;2768.08
6.1;418.9;32.21;1675.6
5.6;334.07;25.53;1336.28
8.4;1097.13;23.75;4388.52
7.6;766.18;17.09;3064.72
6.5;474.37;13.13;1897.48
6.2;432.77;18.18;1731.08
6.5;474.37;30.98;1897.48
5.4;298.59;53.19;1194.36
5.2;263.11;68.87;1052.44
0.8;0;74.93;0
2.5;0;70.8;0
2.1;0;62.97;0
2.7;0;55;0
3.4;0;55;0
1.4;0;54.8;0
1.9;0;58.1;0
1;0;60.79;0
1.6;0;60.06;0
2.8;0;74.25;0
2.9;0;81;0
1.7;0;78.51;0
2;0;70;0
1.8;0;65.87;0
2.2;0;60;0
1.7;0;53;0
2.7;0;51.61;0
1.1;0;50.01;0
2.2;0;43.52;0
3.8;0;44.1;0
5.8;369.55;42.35;1478.2
5;227.63;50;910.52
2.4;0;62.44;0
3.4;0;67.24;0
2.9;0;70.34;0
2;0;70.57;0
1.8;0;66.8;0
2.3;0;65.57;0
3.4;0;62.52;0
3.1;0;60;0
5.4;298.59;60.99;1194.36
5.7;351.81;65.17;1407.24
6.3;446.64;71.45;1786.56
6.3;446.64;81.9;1786.56
5.8;369.55;88.82;1478.2
7.3;654.95;83.46;2619.8
6.7;502.11;69.34;2008.44
5.9;387.29;64.61;1549.16
5.7;351.81;58.48;1407.24
5.5;316.33;54.36;1265.32
5.4;298.59;49.58;1194.36
8.8;1279.78;44.8;5119.12
7;543.72;44;2174.88
6.7;502.11;45.99;2008.44
6.4;460.5;43;1842
6.1;418.9;52.23;1675.6
5.2;263.11;66.76;1052.44
3.4;0;69.72;0
1.6;0;75;0
0.5;0;70;0
0.4;0;68.09;0
0.2;0;68.84;0
0.1;0;68;0
5.4;298.59;65.44;1194.36
5.1;245.37;68.1;981.48
3.4;0;68.69;0
2.8;0;69.26;0
2.4;0;82.15;0
3.8;0;90.96;0
0.4;0;78.82;0
1.5;0;70.58;0
3.3;0;65.19;0
4.5;113.81;60;455.24
4.5;113.81;58;455.24
3.7;0;49.01;0
2.1;0;44.5;0
2.4;0;39.6;0
1.5;0;44.5;0
0.7;0;45.7;0
0.8;0;53.65;0
1.5;0;63.84;0
2;0;70.21;0
1.3;0;62.94;0
0.8;0;65.85;0
1.7;0;61.03;0
2.7;0;59.28;0
2.2;0;58;0
2;0;53.52;0
5.1;245.37;53.52;981.48
3.9;0;53.52;0
5.5;316.33;53.52;1265.32
2.3;0;69.02;0
1.5;0;80.97;0
5.3;280.85;72.11;1123.4
7;543.72;62.94;2174.88
6.3;446.64;59.28;1786.56
6.4;460.5;57;1842
7.5;729.1;53.52;2916.4
7.9;877.4;53.64;3509.6
9.7;1718.91;48.38;6875.64
8.2;1005.81;45.01;4023.24
5.8;369.55;49.24;1478.2
5.6;334.07;49.58;1336.28
5;227.63;54.12;910.52
4.9;204.87;63.66;819.48
4.3;68.29;68.11;273.16
1.5;0;76.78;0
1.4;0;74.7;0
3.3;0;65.28;0
3.3;0;63.84;0
2.4;0;59.5;0
1.7;0;59.13;0
2.4;0;60;0
1.8;0;64.78;0
0.7;0;67;0
0.2;0;74.33;0
0.4;0;72.03;0
0.8;0;67;0
1.5;0;64;0
1.4;0;60.76;0
2.8;0;56;0
4.2;45.53;54.12;182.12
5;227.63;50;910.52
5;227.63;51;910.52
5.5;316.33;47.7;1265.32
5.8;369.55;43.9;1478.2
5;227.63;43.86;910.52
3.8;0;47.18;0
3;0;54.99;0
6.7;502.11;59.5;2008.44
5.7;351.81;62.42;1407.24
7;543.72;56.92;2174.88
7.6;766.18;54;3064.72
8.8;1279.78;54.59;5119.12
7.6;766.18;48.96;3064.72
7.9;877.4;44.18;3509.6
7;543.72;45.5;2174.88
7.8;840.33;53.82;3361.32
6.1;418.9;54.5;1675.6
1.6;0;60;0
0.5;0;68.12;0
6.8;515.98;71.12;2063.92
6.8;515.98;64.79;2063.92
6.6;488.24;59.45;1952.96
6.7;502.11;54.59;2008.44
7.3;654.95;52.99;2619.8
7.5;729.1;58.99;2916.4
8.5;1142.8;46.76;4571.2
6.4;460.5;43.67;1842
9.1;1419.47;33;5677.88
10.8;1750;29.42;7000
11.6;1750;30.69;7000
11.4;1750;44.87;7000
11.7;1750;45.37;7000
12.6;1750;45.69;7000
11.4;1750;40.96;7000
12.9;1750;40.8;7000
14.3;1750;34.47;7000
15.3;1750;32.68;7000
13.8;1750;25.47;7000
13.3;1750;25.76;7000
11.3;1750;35.09;7000
5.3;280.85;44.3;1123.4
7.8;840.33;53.71;3361.32
8.2;1005.81;62.42;4023.24
9.9;1750;65.13;7000
8.9;1325.45;62.7;5301.8
11.7;1750;60;7000
11;1750;53.71;7000
8.8;1279.78;47.02;5119.12
8.8;1279.78;41.77;5119.12
8.7;1234.12;39.41;4936.48
5.8;369.55;38.01;1478.2
4;0;37.77;0
3.2;0;37.22;0
8;914.48;43.79;3657.92
9.7;1718.91;60.33;6875.64
8.9;1325.45;62.52;5301.8
9.3;1512.52;67.7;6050.08
8.8;1279.78;60;5119.12
10.4;1750;51.91;7000
7.3;654.95;56.06;2619.8
7.2;617.87;52.95;2471.48
7;543.72;52.86;2174.88
4.9;204.87;54.92;819.48
4.4;91.05;59.11;364.2
5.9;387.29;60.26;1549.16
8.4;1097.13;64.64;4388.52
6.6;488.24;74.41;1952.96
5.6;334.07;73.71;1336.28
7;543.72;64.29;2174.88
6.7;502.11;59.9;2008.44
8.9;1325.45;55;5301.8
5.4;298.59;51.91;1194.36
9.5;1594.57;49.5;6378.28
5.2;263.11;49.4;1052.44
4.8;182.1;49;728.4
5.2;263.11;47;1052.44
4.8;182.1;46.61;728.4
6;405.03;53.37;1620.12
8.3;1051.47;59.9;4205.88
8.6;1188.46;64.29;4753.84
9.2;1467.83;74.47;5871.32
9.4;1553.55;54.2;6214.2
8.8;1279.78;51.91;5119.12
10;1750;53.7;7000
12.1;1750;47.8;7000
8.6;1188.46;47;4753.84
7.8;840.33;50;3361.32
7.5;729.1;54.37;2916.4
10.3;1750;61.43;7000
9.5;1594.57;64.5;6378.28
9.8;1750;76.03;7000
9.8;1750;74.23;7000
10.1;1750;63.71;7000
8.8;1279.78;60;5119.12
9.9;1750;51.91;7000
13;1750;36.89;7000
12.3;1750;46.05;7000
11.8;1750;43.5;7000
12.5;1750;43.4;7000
13;1750;43;7000
13.8;1750;43;7000
13;1750;47.49;7000
12.3;1750;54.97;7000
10;1750;55.42;7000
9.4;1553.55;55.42;6214.2
7.9;877.4;52.74;3509.6
6.7;502.11;32.53;2008.44
6.1;418.9;42.22;1675.6
5.8;369.55;32.4;1478.2
4.7;159.34;30.96;637.36
3.4;0;32.36;0
2.4;0;52.15;0
1.1;0;52.74;0
1;0;55.42;0
1.2;0;65.8;0
3;0;60.5;0
3.2;0;55.92;0
5;227.63;52.74;910.52
10.9;1750;38.55;7000
12.6;1750;27.61;7000
12.9;1750;41.11;7000
11;1750;37.85;7000
11;1750;29.46;7000
15.6;1750;23.87;7000
13.6;1750;25;7000
17;1750;29.23;7000
19.2;1750;41.22;7000
13.3;1750;50.61;7000
14.1;1750;50.64;7000
13.9;1750;44.06;7000
14.6;1750;36.1;7000
14.9;1750;36.51;7000
13.9;1750;32.05;7000
11.2;1750;31.05;7000
10.2;1750;36.2;7000
10.6;1750;35;7000
10.2;1750;47.6;7000
9.6;1656.74;60.71;6626.96
9.1;1419.47;75.04;5677.88
8.7;1234.12;70.73;4936.48
7.7;803.25;61.39;3213
7.4;692.02;51.64;2768.08
7.9;877.4;47.54;3509.6
8.1;960.14;43.97;3840.56
7.7;803.25;44.85;3213
9.4;1553.55;43;6214.2
9.8;1750;42.82;7000
10.3;1750;36.79;7000
10.9;1750;44.66;7000
10.7;1750;48.82;7000
10;1750;56.64;7000
10.7;1750;64.96;7000
12.7;1750;58.54;7000
12.4;1750;53.92;7000
10.2;1750;56.64;7000
7.5;729.1;54.42;2916.4
6.6;488.24;52.34;1952.96
4.6;136.58;51.65;546.32
5.4;298.59;53.92;1194.36
6.2;432.77;51.52;1731.08
6.6;488.24;59;1952.96
6.3;446.64;67.65;1786.56
6.2;432.77;78.79;1731.08
7.4;692.02;77.02;2768.08
8;914.48;68.6;3657.92
8.2;1005.81;62;4023.24
8.1;960.14;56.64;3840.56
7.2;617.87;54;2471.48
6.1;418.9;59.38;1675.6
10;1750;53.94;7000
10.8;1750;52.54;7000
10.1;1750;50;7000
10.1;1750;48.5;7000
9.9;1750;50;7000
9.2;1467.83;59.38;5871.32
12.8;1750;60;7000
12.8;1750;53.57;7000
11.7;1750;52.54;7000
9.4;1553.55;47.13;6214.2
8.4;1097.13;44.07;4388.52
8.6;1188.46;39.67;4753.84
7.4;692.02;36.85;2768.08
8.9;1325.45;36.38;5301.8
9.1;1419.47;43;5677.88
9.5;1594.57;47.82;6378.28
9.9;1750;55.38;7000
10.5;1750;70.22;7000
11.3;1750;73.22;7000
11.2;1750;62.93;7000
11.2;1750;52.54;7000
11.2;1750;46.05;7000
10.2;1750;42.9;7000
9.7;1718.91;51;6875.64
12.2;1750;44.72;7000
12.4;1750;42.79;7000
11.8;1750;40.1;7000
10.4;1750;39.71;7000
10.9;1750;33;7000
12;1750;24.99;7000
11.5;1750;2.58;7000
11.4;1750;18.55;7000
11.8;1750;25.01;7000
12.6;1750;38.9;7000
12.4;1750;37;7000
11.9;1750;33.3;7000
11.3;1750;26.23;7000
11.2;1750;25.7;7000
12.5;1750;29.68;7000
13.4;1750;43.61;7000
12.4;1750;49.2;7000
11.2;1750;61.84;7000
13.4;1750;61.84;7000
14.1;1750;61.9;7000
13.5;1750;52;7000
10.9;1750;49.06;7000
10.8;1750;43.61;7000
10.9;1750;42.5;7000
14.7;1750;40.96;7000
14;1750;41;7000
13.1;1750;40.95;7000
12.4;1750;40.8;7000
12;1750;51.16;7000
13.1;1750;57.61;7000
14;1750;68.06;7000
14;1750;67.35;7000
13.4;1750;59.17;7000
13.1;1750;55.49;7000
14.3;1750;53.01;7000
15;1750;49.88;7000
13.5;1750;49.88;7000
12.6;1750;53.93;7000
11.8;1750;56.6;7000
12.8;1750;60;7000
14.8;1750;66.25;7000
16.2;1750;75;7000
15.2;1750;75.17;7000
14.7;1750;66.25;7000
14.4;1750;56.33;7000
13.9;1750;55.31;7000
14.9;1750;49.01;7000
12.45;1750;52.94;7000
10;1750;51.3;7000
13.1;1750;51.9;7000
13.9;1750;50.72;7000
14;1750;50.72;7000
11.6;1750;53.34;7000
9;1371.11;63;5484.44
9.4;1553.55;61.16;6214.2
5.3;280.85;61.43;1123.4
1.9;0;59.17;0
0.4;0;51.9;0
2.4;0;53.34;0
3.6;0;50.7;0
3;0;48.48;0
3.8;0;51.45;0
6;405.03;53.34;1620.12
7;543.72;58.99;2174.88
6.9;529.85;60.95;2119.4
7.1;580.8;74.44;2323.2
8.4;1097.13;80.69;4388.52
8.2;1005.81;69.6;4023.24
8.1;960.14;51.9;3840.56
8.2;1005.81;53.34;4023.24
6.3;446.64;45.78;1786.56
5.8;369.55;45.35;1478.2
10.6;1750;39.58;7000
9.7;1718.91;33;6875.64
8.7;1234.12;30;4936.48
9.5;1594.57;31.21;6378.28
14.5;1750;46.02;7000
12.4;1750;51.77;7000
4.2;45.53;59.48;182.12
6.5;474.37;53.21;1897.48
6.4;460.5;48;1842
7.1;580.8;42.71;2323.2
8.7;1234.12;34.12;4936.48
12;1750;32.61;7000
11.1;1750;46.05;7000
11.8;1750;50.59;7000
11.7;1750;50.59;7000
10.2;1750;51.94;7000
9.9;1750;58.67;7000
11.5;1750;61.9;7000
7.1;580.8;82.4;2323.2
11.3;1750;61.2;7000
7.9;877.4;61.2;3509.6
5.6;334.07;56;1336.28
5.5;316.33;53.44;1265.32
4.7;159.34;53.25;637.36
5;227.63;51.44;910.52
5.9;387.29;49.86;1549.16
9.6;1656.74;51.11;6626.96
9.3;1512.52;50.26;6050.08
9.1;1419.47;54.01;5677.88
8.2;1005.81;65.5;4023.24
9;1371.11;77;5484.44
7.3;654.95;73.76;2619.8
8.7;1234.12;61.36;4936.48
11.2;1750;51.77;7000
11.5;1750;51.77;7000
11.6;1750;53.25;7000
9;1371.11;51.77;5484.44
10.4;1750;53.23;7000
12.4;1750;53.25;7000
12.7;1750;58.05;7000
14.9;1750;66;7000
13.7;1750;73.91;7000
10.7;1750;83.74;7000
12.3;1750;75;7000
12.3;1750;57.18;7000
12;1750;53.2;7000
13;1750;51.1;7000
14.2;1750;50.33;7000
8.3;1051.47;46.54;4205.88
9.3;1512.52;45.7;6050.08
8.8;1279.78;44.8;5119.12
6.7;502.11;44.67;2008.44
5.4;298.59;47;1194.36
1.2;0;52.94;0
0.9;0;52.94;0
2.6;0;51.51;0
2.9;0;50.33;0
3.8;0;43.25;0
4;0;50.33;0
4.4;91.05;50.33;364.2
5.6;334.07;38.01;1336.28
6.3;446.64;38.8;1786.56
7;543.72;50.33;2174.88
6.5;474.37;47.5;1897.48
7.8;840.33;55.6;3361.32
7.8;840.33;58;3361.32
6.6;488.24;79.1;1952.96
7.2;617.87;68;2471.48
7.5;729.1;52.94;2916.4
7.2;617.87;53.15;2471.48
6.4;460.5;50.4;1842
7.5;729.1;50.31;2916.4
9.7;1718.91;50.31;6875.64
8.1;960.14;46.5;3840.56
5.4;298.59;45.95;1194.36
2.3;0;45.56;0
2.1;0;51.49;0
4.3;68.29;50.31;273.16
5.9;387.29;51.49;1549.16
5.7;351.81;52.12;1407.24
4.4;91.05;51.49;364.2
4.9;204.87;51.49;819.48
5.4;298.59;51.49;1194.36
5.8;369.55;50.11;1478.2
6.5;474.37;46.58;1897.48
6.2;432.77;47.47;1731.08
5.9;387.29;49.89;1549.16
4.9;204.87;52.91;819.48
4.2;45.53;55.2;182.12
8;914.48;66;3657.92
5.4;298.59;71.99;1194.36
6.6;488.24;65.2;1952.96
14.1;1750;53.31;7000
18.3;1750;52.1;7000
19.9;1750;48.63;7000
20.6;1750;50.24;7000
19.1;1750;39;7000
19.1;1750;37.3;7000
19.9;1750;33;7000
21;1750;33;7000
21.4;1750;34.44;7000
21.5;1750;33.1;7000
18.4;1750;33.04;7000
17.4;1750;34.42;7000
18.3;1750;49.08;7000
19.1;1750;51.42;7000
19.6;1750;52.02;7000
19;1750;53.15;7000
15.2;1750;50.24;7000
16.8;1750;51.42;7000
15.7;1750;53.76;7000
15.7;1750;57.75;7000
13.6;1750;59.16;7000
13.8;1750;65.2;7000
12.6;1750;65.2;7000
10.5;1750;68;7000
9.3;1512.52;61.64;6050.08
8.7;1234.12;56;4936.48
10;1750;53.15;7000
11.5;1750;47.3;7000
8.5;1142.8;45.5;4571.2
9.1;1419.47;45;5677.88
7.4;692.02;43.02;2768.08
6;405.03;45;1620.12
7;543.72;50.06;2174.88
8.2;1005.81;63.92;4023.24
6.9;529.85;79.27;2119.4
7.2;617.87;86.66;2471.48
6.2;432.77;67.9;1731.08
5.6;334.07;59.34;1336.28
4.5;113.81;56.41;455.24
3.6;0;56.55;0
3.8;0;52.99;0
3.4;0;58.16;0
3.7;0;60.5;0
3;0;62.62;0
3.7;0;70.91;0
5.2;263.11;110.6;1052.44
4.7;159.34;97.03;637.36
6.4;460.5;80;1842
6.1;418.9;60.61;1675.6
6.2;432.77;57.93;1731.08
5.8;369.55;56;1478.2
5.7;351.81;80.05;1407.24
7.3;654.95;68.61;2619.8
6.4;460.5;61.13;1842
6.5;474.37;60.44;1897.48
5.5;316.33;59.08;1265.32
5.2;263.11;60;1052.44
1.8;0;68.09;0
3.3;0;73.4;0
1.1;0;81.09;0
2;0;72.55;0
2;0;63.02;0
1.4;0;59.7;0
2.6;0;57.94;0
2.5;0;56.47;0
0.5;0;56.49;0
1.5;0;57.96;0
1.1;0;59.94;0
5.1;245.37;66;981.48
6;405.03;90.16;1620.12
6.4;460.5;93.3;1842
6.4;460.5;70;1842
5.8;369.55;61.7;1478.2
5.7;351.81;58.3;1407.24
7.1;580.8;56;2323.2
5.7;351.81;54.93;1407.24
7.6;766.18;50.62;3064.72
7.1;580.8;50.03;2323.2
6.7;502.11;49.04;2008.44
7.2;617.87;49;2471.48
6.8;515.98;53.08;2063.92
5.2;263.11;58.9;1052.44
2.2;0;69.9;0
1.4;0;68.08;0
2.4;0;61.6;0
2.1;0;55.97;0
2.6;0;50.62;0
3.5;0;49.43;0
6.3;446.64;46.35;1786.56
6.5;474.37;43.5;1897.48
7.1;580.8;46.99;2323.2
6.8;515.98;48.44;2063.92
8.1;960.14;57.71;3840.56
8.9;1325.45;60.93;5301.8
9.1;1419.47;62.89;5677.88
8.4;1097.13;58.94;4388.52
8.4;1097.13;55.35;4388.52
8.1;960.14;51.9;3840.56
9;1371.11;39;5484.44
9.4;1553.55;34.77;6214.2
10.9;1750;36.5;7000
10.3;1750;45.14;7000
7.2;617.87;40.83;2471.48
9.3;1512.52;48.96;6050.08
7.2;617.87;50.64;2471.48
5.1;245.37;61.38;981.48
10.2;1750;63.41;7000
5.3;280.85;55;1123.4
3.2;0;53.14;0
1.2;0;53.14;0
1.8;0;53.14;0
3.3;0;53.14;0
6.7;502.11;50.64;2008.44
7.4;692.02;54.2;2768.08
8.2;1005.81;60;4023.24
5.7;351.81;60.95;1407.24
11.8;1750;67.37;7000
13.7;1750;82.09;7000
7.4;692.02;83.49;2768.08
9.1;1419.47;74.2;5677.88
10;1750;62.95;7000
12.1;1750;59.12;7000
13.5;1750;53.91;7000
15.2;1750;55;7000
12.3;1750;51.56;7000
13.4;1750;50.83;7000
14.6;1750;50.15;7000
16.5;1750;50.1;7000
16.7;1750;55.41;7000
15.1;1750;59.27;7000
11.9;1750;95.35;7000
12.1;1750;73.35;7000
11.6;1750;65.74;7000
11;1750;57.91;7000
9.1;1419.47;51;5677.88
6;405.03;50.79;1620.12
4.5;113.81;49.61;455.24
2.1;0;51.66;0
3.3;0;58.09;0
2.7;0;60.48;0
2;0;64.74;0
3;0;74.26;0
3.3;0;77.78;0
5.2;263.11;66.79;1052.44
6;405.03;60.48;1620.12
8;914.48;55;3657.92
8.4;1097.13;50.33;4388.52
8.9;1325.45;55.11;5301.8
6.6;488.24;55;1952.96
7.4;692.02;51.28;2768.08
8.3;1051.47;51.28;4205.88
8;914.48;51.76;3657.92
7.7;803.25;52.8;3213
6.4;460.5;58.09;1842
7.7;803.25;60;3213
6.8;515.98;60;2063.92
5.6;334.07;52.45;1336.28
4.5;113.81;51.04;455.24
3.7;0;51.04;0
0.3;0;51.04;0
6;405.03;44.9;1620.12
6;405.03;48.89;1620.12
7.9;877.4;51.28;3509.6
9.3;1512.52;57;6050.08
9.7;1718.91;59.6;6875.64
9.2;1467.83;66.98;5871.32
8.8;1279.78;70.87;5119.12
9;1371.11;63.48;5484.44
9.6;1656.74;58.11;6626.96
11.1;1750;52.45;7000
12.4;1750;45.02;7000
12.9;1750;58.73;7000
9;1371.11;51.98;5484.44
10.6;1750;43.72;7000
11.2;1750;51.98;7000
11.2;1750;47.98;7000
10.2;1750;50.01;7000
7.2;617.87;36.04;2471.48
8.4;1097.13;35;4388.52
8;914.48;37.44;3657.92
6.9;529.85;42.89;2119.4
7.1;580.8;44.9;2323.2
7.2;617.87;44.7;2471.48
8.2;1005.81;43.22;4023.24
5.3;280.85;31.4;1123.4
7;543.72;43.03;2174.88
7.6;766.18;43.9;3064.72
8;914.48;50.81;3657.92
7.9;877.4;59.84;3509.6
8.2;1005.81;68.53;4023.24
8.6;1188.46;72.37;4753.84
8.3;1051.47;68.46;4205.88
7.4;692.02;61.36;2768.08
7.1;580.8;52.8;2323.2
6.5;474.37;44.8;1897.48
7.25;636.41;46.73;2545.64
8;914.48;41.04;3657.92
8;914.48;37.28;3657.92
8.7;1234.12;35.03;4936.48
9.2;1467.83;33.41;5871.32
8.9;1325.45;45;5301.8
8.3;1051.47;55.6;4205.88
9;1371.11;62.47;5484.44
7.3;654.95;54.19;2619.8
6.5;474.37;48.03;1897.48
5.5;316.33;10;1265.32
4.4;91.05;7;364.2
4.2;45.53;3;182.12
3.5;0;0;0
3.4;0;8;0
1.8;0;49.75;0
1.3;0;47.08;0
1.9;0;58.39;0
3;0;66.01;0
3.2;0;72;0
3.2;0;65.39;0
2.3;0;62.46;0
1.5;0;59.3;0
1;0;54.19;0
2.2;0;48.88;0
4.7;159.34;43.15;637.36
5.2;263.11;40;1052.44
3.9;0;39.26;0
5;227.63;43.08;910.52
5.4;298.59;51.65;1194.36
4.8;182.1;64;728.4
4;0;69.01;0
4.9;204.87;74.2;819.48
5.1;245.37;66;981.48
5.6;334.07;64.13;1336.28
5.7;351.81;59.79;1407.24
5.3;280.85;59.06;1123.4
5.9;387.29;57.17;1549.16
5.6;334.07;59.89;1336.28
5.8;369.55;62.46;1478.2
5.1;245.37;65.01;981.48
3.7;0;66.82;0
6.8;515.98;76.92;2063.92
5.1;245.37;80.44;981.48
5.9;387.29;68.62;1549.16
7.6;766.18;64.35;3064.72
8.1;960.14;58.11;3840.56
8.9;1325.45;56.01;5301.8
7.7;803.25;44.5;3213
5.9;387.29;42.85;1549.16
6.7;502.11;42;2008.44
6.8;515.98;40.02;2063.92
8;914.48;41.12;3657.92
7.5;729.1;52.33;2916.4
6.6;488.24;61.2;1952.96
6.3;446.64;63.21;1786.56
7.8;840.33;64;3361.32
7.6;766.18;61.54;3064.72
7.7;803.25;57.52;3213
4.3;68.29;54.95;273.16
5.9;387.29;54.82;1549.16
4.8;182.1;51.37;728.4
3.4;0;51.8;0
6.6;488.24;54.95;1952.96
3.2;0;54.95;0
0.4;0;61.54;0
1.4;0;76.09;0
7.1;580.8;84.13;2323.2
8.3;1051.47;69.28;4205.88
8.1;960.14;58.57;3840.56
6.9;529.85;54.95;2119.4
6.4;460.5;50.19;1842
6.8;515.98;58.26;2063.92
10.5;1750;58.26;7000
10.9;1750;54.95;7000
10.3;1750;54.95;7000
7.7;803.25;56.26;3213
7.4;692.02;60.9;2768.08
6.6;488.24;67.93;1952.96
10.5;1750;79.15;7000
10;1750;82.46;7000
9.6;1656.74;75;6626.96
10.3;1750;69.51;7000
10.5;1750;68;7000
12.1;1750;64;7000
12.4;1750;63.5;7000
10.8;1750;65.59;7000
11.1;1750;69.08;7000
11.4;1750;73.09;7000
10.9;1750;87;7000
9.9;1750;95.95;7000
10.2;1750;98.71;7000
9.3;1512.52;87;6050.08
10.3;1750;77.93;7000
9.3;1512.52;65.43;6050.08
9.3;1512.52;60.8;6050.08
8.9;1325.45;53.64;5301.8
6.2;432.77;52.93;1731.08
6.1;418.9;50.7;1675.6
7;543.72;50.06;2174.88
7.6;766.18;50.06;3064.72
7.5;729.1;53.64;2916.4
7.7;803.25;61.82;3213
9.7;1718.91;65.02;6875.64
9.1;1419.47;63.37;5677.88
9.9;1750;63;7000
8.5;1142.8;59.62;4571.2
6.2;432.77;60.15;1731.08
5.6;334.07;59.2;1336.28
5.3;280.85;59.38;1123.4
3.1;0;61;0
1.8;0;62.11;0
3.8;0;64;0
3.4;0;67.89;0
1.8;0;84.92;0
2;0;74.24;0
3.5;0;66.4;0
4.6;136.58;63;546.32
6.1;418.9;60.64;1675.6
8.1;960.14;60.11;3840.56
13.8;1750;64.67;7000
7.5;729.1;63.37;2916.4
8.6;1188.46;58.3;4753.84
8.4;1097.13;53.56;4388.52
12.8;1750;53.56;7000
10.4;1750;58.3;7000
15.7;1750;58.3;7000
13.2;1750;63.37;7000
11.6;1750;71.11;7000
12.9;1750;70.59;7000
13.7;1750;73.11;7000
14.3;1750;68.11;7000
13.3;1750;67.11;7000
9.9;1750;63.17;7000
8.9;1325.45;63.49;5301.8
8.8;1279.78;65.28;5119.12
8;914.48;65.96;3657.92
7.1;580.8;69.73;2323.2
7;543.72;74.42;2174.88
6.3;446.64;81.16;1786.56
6.4;460.5;69.73;1842
5.3;280.85;63.68;1123.4
4.7;159.34;60.85;637.36
4.5;113.81;54.4;455.24
4.5;113.81;53.08;455.24
5;227.63;51.65;910.52
5.2;263.11;51.7;1052.44
4.7;159.34;50.44;637.36
4.7;159.34;49.33;637.36
4.8;182.1;52.77;728.4
4.8;182.1;52.13;728.4
3.1;0;52;0
3.7;0;51.58;0
3.9;0;52.26;0
3.6;0;51.65;0
3.9;0;51.65;0
4.2;45.53;53.32;182.12
4.4;91.05;48.74;364.2
3;0;44.4;0
2.7;0;47.51;0
