Wind Speed;Production;SMP;Rounded Prod
0;7000;17.57;7000
0;7000;29.8;7000
0;7000;49.53;7000
0;7000;58.15;7000
0;7000;61.09;7000
0;7000;65.07;7000
0;7000;66.98;7000
0;7000;58.54;7000
0;7000;58.2;7000
0;7000;56.7;7000
0;7000;56.4;7000
0;7000;56.7;7000
0;7000;59.5;7000
0;7000;61.09;7000
0;7000;68.32;7000
0;7000;66.77;7000
0;7000;64.33;7000
0;7000;61.32;7000
0;7000;49.77;7000
0;7000;43.22;7000
0;7000;48.31;7000
0;7000;53.29;7000
0;7000;52.6;7000
0;7000;50.6;7000
0;7000;49;7000
0;7000;47.2;7000
0;7000;49.3;7000
0;7000;55;7000
0;7000;53.29;7000
0;7000;47.93;7000
0;7000;47.93;7000
0;7000;51.4;7000
0;7000;53.29;7000
0;7000;52.77;7000
0;7000;53.29;7000
0;7000;56.14;7000
0;7000;52.14;7000
0;7000;56.14;7000
0;7000;56.14;7000
0;7000;55.8;7000
0;7000;56.14;7000
0;7000;53.29;7000
0;7000;56.14;7000
0;7000;56.14;7000
0;7000;53.29;7000
0;7000;20.68;7000
0;7000;12.72;7000
0;7000;12.16;7000
0;7000;9.53;7000
0;7000;17.43;7000
0;7000;26.75;7000
0;7000;56.84;7000
0;7000;47.52;7000
0;6875.658405;48.1;6875.66
0;7000;48.67;7000
0;4753.8336;47.52;4753.83
0;1731.066248;47.52;1731.07
0;0;46.64;0
0;1194.355408;46.64;1194.36
0;0;47.52;0
0;0;49.6;0
0;637.36176;55.08;637.36
0;0;77.47;0
0;0;80.41;0
0;0;77.09;0
0;0;57.39;0
0;0;48.99;0
0;1336.274712;46.64;1336.27
0;1731.066248;42.54;1731.07
0;2063.925032;30;2063.93
0;4936.48572;24.39;4936.49
0;2916.39942;21.03;2916.4
0;2323.182252;18.25;2323.18
0;2119.401496;19.2;2119.4
0;1786.542712;25.77;1786.54
0;1675.589784;48.39;1675.59
0;1265.31506;56.84;1265.32
0;0;80;0
0;0;73;0
0;0;69.54;0
0;0;66.39;0
0;0;64.79;0
0;0;62.1;0
0;0;66;0
0;0;69;0
0;364.20672;70;364.21
0;1549.153668;84;1549.15
0;1478.194016;84;1478.19
0;1052.436104;83.06;1052.44
0;1620.11332;70;1620.11
0;819.46512;53.09;819.47
0;1336.274712;51;1336.27
0;1786.542712;47.52;1786.54
0;1675.589784;26.92;1675.59
0;3657.92088;21.51;3657.92
0;2063.925032;21.04;2063.93
0;1549.153668;6.6;1549.15
0;1407.234364;18.15;1407.23
0;910.5168;32.17;910.52
0;637.36176;51.39;637.36
0;1952.972104;52.56;1952.97
0;0;55.95;0
0;0;63.97;0
0;0;67.71;0
0;455.2584;64.86;455.26
0;0;67.01;0
0;1675.589784;62.31;1675.59
0;1675.589784;60;1675.59
0;2471.486544;60;2471.49
0;2174.87796;62.78;2174.88
0;2916.39942;69.92;2916.4
0;1897.49564;71.99;1897.5
0;2916.39942;68.95;2916.4
0;3213.008004;62.66;3213.01
0;4205.87724;59;4205.88
0;3657.92088;56.53;3657.92
0;2323.182252;55.41;2323.18
0;1052.436104;53.88;1052.44
0;6378.292025;54;6378.29
0;4753.8336;53.14;4753.83
0;3509.616588;49.04;3509.62
0;4571.18148;48.45;4571.18
0;1123.395756;49.07;1123.4
0;0;52.5;0
0;2916.39942;56.2;2916.4
0;1265.31506;46.78;1265.32
0;91.05168;48.28;91.05
0;182.10336;54;182.1
0;273.15504;48.28;273.16
0;0;47.5;0
0;0;46.78;0
0;0;42.89;0
0;0;46.78;0
0;273.15504;47.21;273.16
0;910.5168;58;910.52
0;1336.274712;65;1336.27
0;0;68.14;0
0;0;63.58;0
0;0;53.99;0
0;0;46.78;0
0;0;46.78;0
0;0;51.56;0
0;0;35;0
0;0;19.95;0
0;0;19.95;0
0;0;32.15;0
0;0;52.1;0
0;0;62.51;0
0;273.15504;68.32;273.16
0;1194.355408;49.31;1194.36
0;1407.234364;54.01;1407.23
0;1675.589784;62.03;1675.59
0;1786.542712;58.14;1786.54
0;1897.49564;62.06;1897.5
0;819.46512;65.99;819.47
0;910.5168;68.86;910.52
0;182.10336;61.23;182.1
0;637.36176;62.03;637.36
0;819.46512;53.68;819.47
0;1478.194016;53.68;1478.19
0;1407.234364;53.68;1407.23
0;819.46512;53.68;819.47
0;1052.436104;47.06;1052.44
0;1052.436104;47.06;1052.44
0;0;45.5;0
0;0;24.37;0
0;0;20.78;0
0;0;22.07;0
0;182.10336;21.71;182.1
0;546.31008;22.7;546.31
0;0;30.36;0
0;1265.31506;52.01;1265.32
0;0;56.38;0
0;728.41344;66.39;728.41
0;455.2584;70.57;455.26
0;728.41344;69.13;728.41
0;1194.355408;68.54;1194.36
0;728.41344;67.77;728.41
0;1265.31506;57.55;1265.32
0;1052.436104;63.7;1052.44
0;637.36176;63.63;637.36
0;1194.355408;66.78;1194.36
0;1123.395756;73.08;1123.4
0;1265.31506;73.64;1265.32
0;1194.355408;70.92;1194.36
0;2471.486544;66.14;2471.49
0;5677.874619;46.32;5677.87
0;6050.077147;42.12;6050.08
0;2119.401496;42.58;2119.4
0;7000;47.75;7000
0;7000;47.75;7000
0;4388.52936;47.75;4388.53
0;2768.095128;47.27;2768.1
0;2471.486544;47.75;2471.49
0;2063.925032;61.4;2063.93
0;1842.019176;71.2;1842.02
0;4936.48572;84;4936.49
0;3064.703712;88.33;3064.7
0;1336.274712;86.3;1336.27
0;637.36176;81.55;637.36
0;910.5168;66.23;910.52
0;1123.395756;59.92;1123.4
0;6875.658405;59.29;6875.66
0;6626.975215;69.97;6626.98
0;6214.184586;76.9;6214.18
0;7000;81.79;7000
0;6378.292025;86.42;6378.29
0;6626.975215;87.69;6626.98
0;5301.78996;79.3;5301.79
0;7000;69.45;7000
0;7000;64.26;7000
0;7000;61.81;7000
0;2471.486544;52.22;2471.49
0;0;22.51;0
0;1620.11332;10;1620.11
0;2471.486544;2.08;2471.49
0;0;2.01;0
0;7000;2;7000
0;6214.184586;2.01;6214.18
0;3361.312296;20.08;3361.31
0;2008.448568;47.27;2008.45
0;4205.87724;61.46;4205.88
0;2119.401496;56.86;2119.4
0;7000;56.86;7000
0;7000;59.55;7000
0;6875.658405;57.05;6875.66
0;6875.658405;57.43;6875.66
0;7000;64.1;7000
0;7000;71.09;7000
0;7000;74.01;7000
0;7000;82.38;7000
0;7000;86;7000
0;7000;80.15;7000
0;7000;69;7000
0;7000;50.58;7000
0;7000;30.7;7000
0;7000;42.64;7000
0;6378.292025;35;6378.29
0;3213.008004;46.44;3213.01
0;2768.095128;46.44;2768.1
0;1731.066248;35;1731.07
0;637.36176;27.6;637.36
0;0;45;0
0;0;47.44;0
0;981.476452;56.89;981.48
0;728.41344;78.02;728.41
0;0;58.34;0
0;0;58.4;0
0;0;65;0
0;0;68.85;0
0;819.46512;69.97;819.47
0;1407.234364;77.14;1407.23
0;4205.87724;76.98;4205.88
0;7000;82;7000
0;7000;97.04;7000
0;7000;98.02;7000
0;7000;94.38;7000
0;7000;77.2;7000
0;7000;67.18;7000
0;7000;63.19;7000
0;7000;57.01;7000
0;7000;47.44;7000
0;7000;47.44;7000
0;7000;47.44;7000
0;7000;47.44;7000
0;5301.78996;46.48;5301.79
0;5871.307158;46.48;5871.31
0;5871.307158;47.44;5871.31
0;7000;54.96;7000
0;7000;56.94;7000
0;7000;53.08;7000
0;7000;53.08;7000
0;7000;53.08;7000
0;7000;49.08;7000
0;7000;46.48;7000
0;5871.307158;46.56;5871.31
0;5119.13784;47.48;5119.14
0;4571.18148;57.7;4571.18
0;3657.92088;65.01;3657.92
0;4023.22512;66.4;4023.23
0;7000;63.8;7000
0;7000;53.08;7000
0;4205.87724;44.02;4205.88
0;4388.52936;41;4388.53
0;5677.874619;41.01;5677.87
0;4205.87724;41.01;4205.88
0;5871.307158;41;5871.31
0;4571.18148;25.12;4571.18
0;4023.22512;22.22;4023.23
0;7000;22.25;7000
0;7000;33.72;7000
0;6214.184586;31.28;6214.18
0;7000;43.38;7000
0;4936.48572;52.3;4936.49
0;5119.13784;57.88;5119.14
0;2323.182252;60.81;2323.18
0;1897.49564;60.11;1897.5
0;1952.972104;59.8;1952.97
0;0;57;0
0;0;57.76;0
0;1478.194016;58.57;1478.19
0;2008.448568;62.25;2008.45
0;3213.008004;70;3213.01
0;2471.486544;93.25;2471.49
0;3840.573;95.27;3840.57
0;3213.008004;70;3213.01
0;4753.8336;62.99;4753.83
0;6214.184586;60.48;6214.18
0;7000;56.97;7000
0;7000;53.37;7000
0;7000;47.62;7000
0;7000;46.38;7000
0;7000;30.43;7000
0;7000;27.21;7000
0;7000;45.1;7000
0;7000;65.4;7000
0;7000;80.22;7000
0;7000;85.79;7000
0;7000;80.95;7000
0;7000;69.03;7000
0;7000;63.7;7000
0;7000;62.33;7000
0;7000;63.22;7000
0;7000;62.33;7000
0;7000;79.33;7000
0;7000;86.3;7000
0;6378.292025;97.16;6378.29
0;2174.87796;93.96;2174.88
0;7000;89.4;7000
0;5301.78996;79.4;5301.79
0;4205.87724;68.5;4205.88
0;3509.616588;65.58;3509.62
0;2471.486544;64;2471.49
0;2471.486544;54.04;2471.49
0;7000;52.3;7000
0;7000;49.6;7000
0;7000;47.9;7000
0;7000;49.6;7000
0;7000;57.6;7000
0;7000;67.82;7000
0;7000;85;7000
0;7000;93.61;7000
0;7000;87.56;7000
0;7000;82.4;7000
0;7000;80.95;7000
0;7000;71.38;7000
0;6626.975215;69.97;6626.98
0;7000;73.48;7000
0;7000;77.67;7000
0;7000;84.53;7000
0;7000;95.9;7000
0;7000;91.81;7000
0;7000;88.32;7000
0;7000;74.96;7000
0;3509.616588;65.09;3509.62
0;4571.18148;59.79;4571.18
0;7000;60.24;7000
0;7000;50.87;7000
0;7000;49;7000
0;7000;46;7000
0;7000;46;7000
0;7000;47.64;7000
0;7000;56.41;7000
0;7000;69.97;7000
0;7000;75.73;7000
0;7000;84.05;7000
0;7000;73.13;7000
0;7000;64;7000
0;7000;69.97;7000
0;7000;62.44;7000
0;7000;60.14;7000
0;7000;69.97;7000
0;7000;67.62;7000
0;7000;72.31;7000
0;7000;75.57;7000
0;7000;76.09;7000
0;7000;71;7000
0;7000;64.54;7000
0;7000;61.15;7000
0;7000;59;7000
0;7000;50.1;7000
0;7000;48.4;7000
0;7000;45.07;7000
0;7000;41.6;7000
0;7000;41.02;7000
0;7000;45.1;7000
0;7000;52.95;7000
0;7000;62.64;7000
0;7000;68.9;7000
0;7000;78.62;7000
0;7000;72.63;7000
0;7000;64.01;7000
0;5871.307158;63.73;5871.31
0;7000;56.95;7000
0;7000;60.8;7000
0;7000;63.89;7000
0;7000;60.91;7000
0;5677.874619;67.03;5677.87
0;7000;71.69;7000
0;7000;71.69;7000
0;3361.312296;67.25;3361.31
0;4936.48572;64.76;4936.49
0;3213.008004;61.27;3213.01
0;1842.019176;55.19;1842.02
0;1897.49564;46.29;1897.5
0;3657.92088;42.9;3657.92
0;6378.292025;38.09;6378.29
0;3657.92088;31.93;3657.92
0;2008.448568;30.89;2008.45
0;2119.401496;36.63;2119.4
0;7000;40;7000
0;7000;60;7000
0;4936.48572;69.91;4936.49
0;2323.182252;80;2323.18
0;4571.18148;69.97;4571.18
0;4936.48572;53.47;4936.49
0;7000;61.03;7000
0;7000;57.1;7000
0;7000;53.65;7000
0;7000;57.1;7000
0;7000;66.48;7000
0;7000;69.26;7000
0;7000;73;7000
0;7000;70.49;7000
0;7000;66.89;7000
0;7000;62.99;7000
0;6626.975215;57.1;6626.98
0;5301.78996;49.65;5301.79
0;7000;46.64;7000
0;7000;51.19;7000
0;7000;46.97;7000
0;7000;44.38;7000
0;7000;42.31;7000
0;7000;38.91;7000
0;6875.658405;41.97;6875.66
0;7000;46.75;7000
0;7000;54.04;7000
0;7000;48.46;7000
0;7000;57;7000
0;7000;55.12;7000
0;7000;56.63;7000
0;7000;56.63;7000
0;6214.184586;52;6214.18
0;7000;51;7000
0;7000;53.65;7000
0;7000;50.08;7000
0;5484.44208;56.63;5484.44
0;5119.13784;53.33;5119.14
0;7000;46.75;7000
0;7000;42.89;7000
0;7000;26.95;7000
0;7000;24.24;7000
0;7000;35.81;7000
0;7000;29.13;7000
0;6378.292025;25;6378.29
0;7000;27.38;7000
0;7000;26.25;7000
0;7000;38.91;7000
0;7000;31.52;7000
0;7000;40.56;7000
0;5677.874619;41.97;5677.87
0;6050.077147;46.87;6050.08
0;2916.39942;48.24;2916.4
0;1478.194016;48.09;1478.19
0;2768.095128;48.09;2768.1
0;3657.92088;49;3657.92
0;1194.355408;46.2;1194.36
0;5301.78996;44.34;5301.79
0;7000;45.93;7000
0;7000;46.75;7000
0;7000;56.67;7000
0;7000;53.33;7000
0;7000;53.33;7000
0;7000;53.33;7000
0;7000;52.99;7000
0;7000;39.88;7000
0;7000;45.01;7000
0;7000;20.07;7000
0;7000;30.92;7000
0;7000;10;7000
0;7000;10;7000
0;7000;23.06;7000
0;7000;45.66;7000
0;7000;61.95;7000
0;7000;68;7000
0;7000;60.77;7000
0;7000;49.42;7000
0;7000;44.05;7000
0;7000;39.11;7000
0;7000;39.99;7000
0;7000;32.83;7000
0;7000;40.11;7000
0;7000;50;7000
0;7000;57.07;7000
0;7000;66.65;7000
0;7000;69.97;7000
0;7000;68.26;7000
0;7000;62;7000
0;7000;52.99;7000
0;7000;46.97;7000
0;7000;46.97;7000
0;7000;56.61;7000
0;6050.077147;53.43;6050.08
0;7000;49.5;7000
0;7000;46.83;7000
0;7000;46.83;7000
0;7000;51.42;7000
0;7000;64;7000
0;7000;69.73;7000
0;7000;68.72;7000
0;7000;49.42;7000
0;5119.13784;39.99;5119.14
0;4388.52936;39.98;4388.53
0;1952.972104;28;1952.97
0;1842.019176;8;1842.02
0;637.36176;28.14;637.36
0;0;39.98;0
0;981.476452;49.42;981.48
0;273.15504;72.07;273.16
0;0;82.04;0
0;1842.019176;70.15;1842.02
0;0;54.31;0
0;0;43;0
0;0;47.91;0
0;0;29.32;0
0;0;1.98;0
0;1620.11332;21.35;1620.11
0;1265.31506;12.25;1265.32
0;1407.234364;4.2;1407.23
0;546.31008;19.43;546.31
0;0;40.25;0
0;0;60.6;0
0;0;65.81;0
0;0;66.06;0
0;0;58;0
0;0;54.34;0
0;728.41344;53.27;728.41
0;1620.11332;49.75;1620.11
0;2916.39942;48.8;2916.4
0;2471.486544;48.01;2471.49
0;3064.703712;51.5;3064.7
0;3361.312296;49.35;3361.31
0;3657.92088;63.17;3657.92
0;7000;59;7000
0;1549.153668;58.2;1549.15
0;1897.49564;56;1897.5
0;1842.019176;49.35;1842.02
0;1842.019176;49.35;1842.02
0;4753.8336;49.35;4753.83
0;7000;47.51;7000
0;182.10336;46.55;182.1
0;1478.194016;47.51;1478.19
0;3840.573;47.51;3840.57
0;5871.307158;48.05;5871.31
0;1786.542712;53.49;1786.54
0;2619.790836;62.17;2619.79
0;1786.542712;71;1786.54
0;2619.790836;73.17;2619.79
0;1731.066248;71.28;1731.07
0;637.36176;70;637.36
0;2174.87796;64;2174.88
0;3361.312296;60.74;3361.31
0;5677.874619;59.84;5677.87
0;4753.8336;61;4753.83
0;3213.008004;60.9;3213.01
0;2471.486544;64;2471.49
0;1265.31506;68.17;1265.32
0;2063.925032;75.01;2063.93
0;3064.703712;75;3064.7
0;2174.87796;60.03;2174.88
0;2323.182252;56;2323.18
0;7000;51.02;7000
0;4205.87724;45.51;4205.88
0;1731.066248;42.71;1731.07
0;273.15504;39.64;273.16
0;1675.589784;35.41;1675.59
0;1675.589784;35.31;1675.59
0;3657.92088;36.43;3657.92
0;7000;39.99;7000
0;7000;57.35;7000
0;7000;65.54;7000
0;7000;73;7000
0;7000;68;7000
0;5119.13784;63.51;5119.14
0;0;60.52;0
0;273.15504;60.52;273.16
0;3213.008004;53.28;3213.01
0;1731.066248;51.21;1731.07
0;0;54.04;0
0;0;59.9;0
0;0;60.52;0
0;0;61;0
0;0;56.65;0
0;455.2584;53.6;455.26
0;910.5168;47.68;910.52
0;182.10336;42.56;182.1
0;0;32.84;0
0;364.20672;42.02;364.21
0;6050.077147;39;6050.08
0;7000;28.71;7000
0;4205.87724;28.61;4205.88
0;1786.542712;27.8;1786.54
0;1549.153668;38.09;1549.15
0;2768.095128;46.55;2768.1
0;6875.658405;42.93;6875.66
0;7000;47.68;7000
0;7000;48.23;7000
0;5677.874619;53.65;5677.87
0;5301.78996;48.6;5301.79
0;4023.22512;47.94;4023.23
0;7000;46.55;7000
0;7000;47.68;7000
0;7000;46.55;7000
0;7000;50;7000
0;6050.077147;61;6050.08
0;3064.703712;65;3064.7
0;5871.307158;61.71;5871.31
0;3361.312296;61;3361.31
0;2063.925032;49.4;2063.93
0;2063.925032;47.4;2063.93
0;910.5168;45.85;910.52
0;0;48;0
0;2323.182252;41.01;2323.18
0;2323.182252;32.36;2323.18
0;3509.616588;31.5;3509.62
0;3361.312296;24.15;3361.31
0;637.36176;25;637.36
0;2916.39942;31.32;2916.4
0;4571.18148;38.02;4571.18
0;3840.573;43.22;3840.57
0;2471.486544;46.25;2471.49
0;1731.066248;48.95;1731.07
0;1675.589784;46.91;1675.59
0;1731.066248;46.35;1731.07
0;1675.589784;42.02;1675.59
0;5484.44208;38;5484.44
0;6626.975215;43.11;6626.98
0;4571.18148;46.91;4571.18
0;3509.616588;54.4;3509.62
0;3840.573;62.04;3840.57
0;6626.975215;53.5;6626.98
0;4936.48572;49.37;4936.49
0;1336.274712;46.91;1336.27
0;2471.486544;43.85;2471.49
0;4205.87724;31.45;4205.88
0;7000;41.18;7000
0;7000;36.2;7000
0;7000;25;7000
0;7000;21.89;7000
0;7000;34.87;7000
0;7000;39.99;7000
0;7000;56.56;7000
0;7000;66.71;7000
0;7000;87.76;7000
0;7000;75.5;7000
0;7000;75.5;7000
0;7000;72.07;7000
0;7000;57.3;7000
0;7000;56.35;7000
0;7000;57.39;7000
0;7000;70;7000
0;7000;70.83;7000
0;7000;76;7000
0;7000;76;7000
0;7000;74.9;7000
0;7000;69;7000
0;7000;57.38;7000
0;7000;55.25;7000
0;7000;49.4;7000
0;7000;48.06;7000
0;7000;52.89;7000
0;7000;52.13;7000
0;7000;53.58;7000
0;7000;57.15;7000
0;7000;60.71;7000
0;7000;63.02;7000
0;7000;65.94;7000
0;7000;71.77;7000
0;7000;69.01;7000
0;7000;61.78;7000
0;7000;59;7000
0;7000;57.88;7000
0;3840.573;55;3840.57
0;1052.436104;57.01;1052.44
0;1265.31506;59.1;1265.32
0;2063.925032;62.14;2063.93
0;1952.972104;71.43;1952.97
0;1675.589784;74;1675.59
0;2323.182252;70.29;2323.18
0;455.2584;65;455.26
0;1842.019176;60.29;1842.02
0;1194.355408;55.83;1194.36
0;91.05168;56.41;91.05
0;0;51;0
0;3509.616588;47.16;3509.62
0;1265.31506;44.2;1265.32
0;0;40.9;0
0;0;40.78;0
0;0;52.67;0
0;0;60;0
0;91.05168;70;91.05
0;0;71.17;0
0;0;65.88;0
0;0;62;0
0;0;54.99;0
0;981.476452;51.49;981.48
0;1897.49564;50.68;1897.5
0;2008.448568;56.39;2008.45
0;1620.11332;55.88;1620.11
0;1336.274712;63.53;1336.27
0;1786.542712;70;1786.54
0;3509.616588;66.7;3509.62
0;4936.48572;63.23;4936.49
0;4571.18148;57.75;4571.18
0;4023.22512;56.2;4023.23
0;6626.975215;52.1;6626.98
0;7000;45.4;7000
0;4571.18148;29.1;4571.18
0;6214.184586;20.4;6214.18
0;4388.52936;18.86;4388.53
0;1549.153668;15.13;1549.15
0;637.36176;18.02;637.36
0;273.15504;25.99;273.16
0;637.36176;51.02;637.36
0;0;60;0
0;455.2584;63.68;455.26
0;273.15504;57.75;273.16
0;0;48.22;0
0;0;43.45;0
0;1123.395756;46.56;1123.4
0;0;43.15;0
0;455.2584;50.36;455.26
0;0;57.03;0
0;0;57.75;0
0;0;63.45;0
0;0;57.75;0
0;0;55.95;0
0;0;55.95;0
0;1052.436104;55.95;1052.44
0;455.2584;52.7;455.26
0;0;49;0
0;0;54.26;0
0;0;46.91;0
0;0;46.14;0
0;455.2584;42.7;455.26
0;0;44.94;0
0;273.15504;53.27;273.16
0;1336.274712;65.07;1336.27
0;0;65.01;0
0;0;55.96;0
0;0;57.98;0
0;273.15504;55.96;273.16
0;455.2584;54.27;455.26
0;1123.395756;53.27;1123.4
0;0;48;0
0;0;52.75;0
0;0;54.26;0
0;0;54.27;0
0;0;58.01;0
0;0;61.75;0
0;1952.972104;56.76;1952.97
0;2471.486544;59.57;2471.49
0;2119.401496;55.91;2119.4
0;1842.019176;54.27;1842.02
0;2008.448568;53.27;2008.45
0;2471.486544;58;2471.49
0;7000;56.22;7000
0;7000;54.1;7000
0;7000;54.12;7000
0;7000;54.12;7000
0;3213.008004;54.1;3213.01
0;981.476452;50;981.48
0;2768.095128;53.1;2768.1
0;3064.703712;46.01;3064.7
0;2323.182252;32.85;2323.18
0;1842.019176;33;1842.02
0;2471.486544;27.45;2471.49
0;3657.92088;28.22;3657.92
0;1123.395756;24.85;1123.4
0;1731.066248;45.05;1731.07
0;0;46;0
0;3064.703712;53.1;3064.7
0;7000;53.1;7000
0;7000;53.01;7000
0;1786.542712;51.5;1786.54
0;1952.972104;32.03;1952.97
0;1842.019176;33;1842.02
0;5871.307158;36.89;5871.31
0;7000;31.04;7000
0;7000;46.79;7000
0;1194.355408;32.02;1194.36
0;1265.31506;24;1265.32
0;273.15504;10;273.16
0;0;10;0
0;0;12.73;0
0;0;22.2;0
0;0;29.99;0
0;1549.153668;21;1549.15
0;2619.790836;8.25;2619.79
0;1731.066248;22.55;1731.07
0;2174.87796;23.99;2174.88
0;3840.573;24.68;3840.57
0;4205.87724;20.78;4205.88
0;2471.486544;21.98;2471.49
0;1123.395756;28;1123.4
0;728.41344;29.98;728.41
0;910.5168;41.7;910.52
0;819.46512;45.23;819.47
0;7000;45.69;7000
0;3361.312296;45;3361.31
0;2619.790836;34.58;2619.79
0;4936.48572;35.95;4936.49
0;2174.87796;21.48;2174.88
0;4753.8336;-0.01;4753.83
0;6626.975215;-0.01;6626.98
0;6378.292025;-0.01;6378.29
0;7000;-0.01;7000
0;5677.874619;-0.01;5677.87
0;2063.925032;1.1;2063.93
0;2119.401496;51.7;2119.4
0;6626.975215;56.46;6626.98
0;1620.11332;56.46;1620.11
0;0;39.01;0
0;0;24.56;0
0;0;26.1;0
0;0;18.27;0
0;0;10;0
0;1336.274712;36;1336.27
0;1620.11332;47.22;1620.11
0;0;32.26;0
0;1842.019176;58.41;1842.02
0;1478.194016;56.46;1478.19
0;7000;56.46;7000
0;7000;49;7000
0;7000;22.99;7000
0;7000;29.99;7000
0;273.15504;0;273.16
0;3064.703712;0;3064.7
0;5871.307158;0;5871.31
0;7000;0;7000
0;7000;0;7000
0;7000;1.09;7000
0;7000;8;7000
0;7000;53.31;7000
0;7000;74.85;7000
0;7000;65.5;7000
0;7000;48.28;7000
0;7000;49.34;7000
0;7000;49.34;7000
0;7000;47.53;7000
0;7000;39.99;7000
0;7000;40.35;7000
0;7000;49.34;7000
0;7000;49.34;7000
0;7000;71.8;7000
0;7000;60.5;7000
0;7000;50.08;7000
0;7000;60.08;7000
0;7000;49.34;7000
0;7000;49.34;7000
0;7000;43.61;7000
0;7000;33.01;7000
0;7000;25.72;7000
0;7000;8;7000
0;7000;8;7000
0;7000;8;7000
0;7000;26;7000
0;7000;55.01;7000
0;7000;76.38;7000
0;7000;78.91;7000
0;7000;52.95;7000
0;7000;28.64;7000
0;7000;48.38;7000
0;7000;45.5;7000
0;7000;31.02;7000
0;7000;48.38;7000
0;7000;55;7000
0;7000;62.8;7000
0;7000;72.1;7000
0;7000;71.05;7000
0;7000;53.95;7000
0;7000;52.95;7000
0;7000;29.95;7000
0;7000;50.99;7000
0;7000;25.2;7000
0;7000;49.08;7000
0;7000;30;7000
0;7000;19.05;7000
0;7000;22.01;7000
0;7000;23.01;7000
0;7000;52.63;7000
0;6050.077147;63.01;6050.08
0;7000;84.53;7000
0;7000;53.95;7000
0;6050.077147;80;6050.08
0;4388.52936;55;4388.53
0;1897.49564;50.83;1897.5
0;1549.153668;53.95;1549.15
0;6050.077147;48.1;6050.08
0;5484.44208;53.1;5484.44
0;5484.44208;54.31;5484.44
0;4753.8336;32.64;4753.83
0;4753.8336;55.62;4753.83
0;5119.13784;83;5119.14
0;7000;55.03;7000
0;5119.13784;54.06;5119.14
0;4388.52936;45.01;4388.53
0;4023.22512;53.95;4023.23
0;3657.92088;26.51;3657.92
0;4388.52936;9.51;4388.53
0;7000;23.26;7000
0;3657.92088;23.1;3657.92
0;7000;24.22;7000
0;5119.13784;52.27;5119.14
0;3064.703712;53.59;3064.7
0;2323.182252;53.59;2323.18
0;5301.78996;63.58;5301.79
0;0;65.61;0
0;0;59.28;0
0;0;65.01;0
0;0;54.99;0
0;0;66.34;0
0;0;59.29;0
0;0;61.34;0
0;0;64;0
0;0;64.63;0
0;0;71.24;0
0;0;82;0
0;0;74.35;0
0;0;61.36;0
0;0;55.23;0
0;0;53.59;0
0;0;47.93;0
0;0;54.18;0
0;0;54.18;0
0;0;50.25;0
0;0;49.91;0
0;0;48.18;0
0;0;49.55;0
